id  , nama_sekolah
697 , SMP AL- FAATHIR
698 , SMP Al-AqSyar
699 , SMP AL-AWWALIYAH
700 , SMP AL-BASYARIAH
701 , SMP AL-FATAH
702 , SMP AL-IJTIHAD
703 , SMP AL-IRSYAD BOGOR
704 , SMP AL-KAUTSAR
705 , SMP AL-TAQWA COLLEGE INDONESIA
706 , SMP AL-WAFI ISLAMIC BOARDING SCHOOL
707 , SMP ALDEPOS BOARDING SCHOOL
708 , SMP ALGEBRA ISLAMIC BOARDING SCHOOL
709 , SMP ALQURAN DARUL FURQON
710 , SMP AMAL KASIH
711 , SMP AMAL MULIA
712 , SMP AMALIAH
713 , SMP AMANAH BANGSA
714 , SMP AMERTA
715 , SMP AN NAHL ISLAMIC SCHOOL
716 , SMP ANANDA
717 , SMP ANGKASA BOGOR
718 , SMP ANNURALIYYAH
719 , SMP AQILAH HIDAYAH
720 , SMP AQL ISLAMIC SCHOOL
721 , SMP AR-RASYID
722 , SMP ARROYAN
723 , SMP ARSYADA
724 , SMP AS SHOHEH SAMPORA
725 , SMP AS SYAROFAH ISLAMIC BOARDING SCHOOL
726 , SMP ASABA
727 , SMP ASH SHOHABAH
728 , SMP ASH SHOLIHIN
729 , SMP ASIA PASIFIC BOARDING SCHOOL
730 , SMP ASSIROJ PAMIJAHAN
731 , SMP ASSYUJAIYAH
732 , SMP ASY-SYIFA
733 , SMP AT TIIN
734 , SMP AVICENNA CILEUNGSI
735 , SMP BAGUS
736 , SMP BAHRUL ULUM
737 , SMP BANGUN NUSA BANGSA
738 , SMP BANI ABDILLAH ( AL BANA )
739 , SMP BANI HARUN
740 , SMP BANTARJATI
741 , SMP BERBASIS PESANTREN FAI UMJ
742 , SMP BHAKTI CANDRA
743 , SMP BHAKTI INSANI BOGOR
744 , SMP BHAKTI NUGRAHA
745 , SMP BHAKTI TARUNA 1
746 , SMP BHAKTI TARUNA 2
747 , SMP BINA BANGSA MANDIRI
748 , SMP BINA BUDI LUHUR
749 , SMP BINA CITRA MANDIRI
750 , SMP BINA DAKWAH ISLAM TERPADU YAPISA
751 , SMP BINA GREHA
752 , SMP BINA IKHWANI BOGOR
753 , SMP BINA INSAN BOARDING SCHOOL
754 , SMP BINA INSAN MANDIRI
755 , SMP BINA INSANI
756 , SMP Bina Karya Kreatif
757 , SMP BINA MANDIRI PAMIJAHAN
758 , SMP BINA MASA DEPAN
759 , SMP BINA PENDIDIKAN
760 , SMP BINA SEJAHTERA
761 , SMP BINA UMMAH
762 , SMP BINADIDAKTIKA
763 , SMP BINTANG PELAJAR ISLAMIC BOARDING SCHOOL
764 , SMP BINTANG TIMUR
765 , SMP BOGOR RAYA
766 , SMP BOJONGMURNI
767 , SMP BPK PENABUR BOGOR
768 , SMP BRIGHTON
769 , SMP BUDI MULIA BOGOR
770 , SMP BUKIT GLORIA
771 , SMP BUMI PUTRA
772 , SMP BUMI SEJAHTERA
773 , SMP BUMI SEJAHTERA CIAMPEA
774 , SMP BUNDA
775 , SMP BUNDA HATI KUDUS
776 , SMP CAGAR BUDAYA
777 , SMP CAHAYA RANCAMAYA
778 , SMP CAHYA GUMILANG
779 , SMP CENDEKIA
780 , SMP CENDEKIA BAZNAS
781 , SMP CHANDRA BUANA
782 , SMP CIKAL CENDEKIA
783 , SMP CILEBUT
784 , SMP CIMULANG
785 , SMP CINTA NUSA
786 , SMP CIPTA CENDIKIA
787 , SMP CIPTA INSANI
788 , SMP CITAYAM PLUS
789 , SMP CITRA BOGOR SETIA
790 , SMP CITRA MADANI
791 , SMP CITRA NUANSA ISLAMI
792 , SMP CITRA NUSA
793 , SMP DAAR EL-SALAM
794 , SMP DAAR EN NISA ISLAMIC SCHOOL
795 , SMP DAARUL KHOLIDIN
796 , SMP DAARUL MANNAN
797 , SMP DAARUL MUQORROBIIN
798 , SMP DAARUS SAADAH
799 , SMP DAARUTTAQWA
800 , SMP DARMA BAKTI
801 , SMP DARUL FIKRI NANGGUNG
802 , SMP DARUL QUR AN AL WAFA
803 , SMP DARUL ULUUM LIDO
804 , SMP DARUNNAJAH
805 , SMP DARUNNAJAH 8
806 , SMP DARUSSALAM CILEUNGSI
807 , SMP DASA SEMESTA
808 , SMP DHARMA NUSA
809 , SMP DIAN HARAPAN
810 , SMP DJOJOREDJO PONDOK UDIK
811 , SMP DJOJOREDJO PUTAT NUTUG
812 , SMP EKA PRASETYA
813 , SMP EKA WIJAYA CIBINONG
814 , SMP FAJAR
815 , SMP FAJAR DUNIA
816 , SMP FAJRUL ISLAM
817 , SMP FATHU MAKKAH 01
818 , SMP FITRAH ISLAMIC WORLD ACADEMY
819 , SMP GEMA NUSANTARA
820 , SMP GENERASI AZKIA
821 , SMP GENERASI RABBANI
822 , SMP GENERUS MANDIRI
823 , SMP GIRI TARUNA
824 , SMP GLOBAL INSANI SCHOOL
825 , SMP GLOBAL MANDIRI
826 , SMP GLOBAL TEKHNOLOGY 25
827 , SMP GUNUNG MULYA
828 , SMP HANG TUAH 4
829 , SMP HANURA
830 , SMP HARAPAN BUNDA
831 , SMP HARAPAN KITA
832 , SMP HARAPAN SISWA
833 , SMP HARAPAN SROGOL
834 , SMP HARAPAN TARUNA
835 , SMP HAYATAN TOYYIBA
836 , SMP HAYATUL ISLAM
837 , SMP HIDAYATUL MA MUR
838 , SMP HOSANA
839 , SMP HUMANIKA
840 , SMP I AL QUDWAH
841 , SMP IBADURRAHMAN CILEUNGSI
842 , SMP IBNU AQIL
843 , SMP IBNU SYINA
844 , SMP IC MAGNET SCHOOL
845 , SMP IDN
846 , SMP INDIKA
847 , SMP INDOBANGSA
848 , SMP INFOKOM
849 , SMP INFORMATIKA
850 , SMP INFORMATIKA BINA GENERASI
851 , SMP INSAN CENDEKIA BOARDING SCHOOL
852 , SMP INSAN KAMIL
853 , SMP INSAN NUR MUHAMMAD
854 , SMP INSAN TELADAN
855 , SMP INTERNAT AL KAUSAR
856 , SMP ISLAM AL - KARIMAH
857 , SMP ISLAM AL ANSHOR
858 , SMP ISLAM AL ASHR
859 , SMP ISLAM AL AZHAR 28
860 , SMP ISLAM AL BAIS
861 , SMP ISLAM AL BAROKAH
862 , SMP ISLAM AL FALAH
863 , SMP ISLAM AL FAUZIAH
864 , SMP ISLAM AL GHIFARI
865 , SMP ISLAM AL GHOZALI
866 , SMP ISLAM AL HIKMAH
867 , SMP ISLAM AL HUDA
868 , SMP ISLAM AL KAUTSAR KLAPANUNGGAL
869 , SMP ISLAM AL KHIDMAH
870 , SMP ISLAM AL MUBIN
871 , SMP ISLAM AL MUKHLISHIN
872 , SMP ISLAM AL MUTTAQIEN
873 , SMP ISLAM AL QUDSIYAH
874 , SMP Islam Al-Azhar BSD@Metland
875 , SMP ISLAM AL-BADARIYAH
876 , SMP ISLAM AL-HIJAZ
877 , SMP ISLAM AL-HIKMAH
878 , SMP ISLAM AL-ITTAIYAH
879 , SMP ISLAM AL-RIHLAH
880 , SMP ISLAM AL-UMM
881 , SMP ISLAM ALMUSTARIH
882 , SMP ISLAM AN - NAJAH
883 , SMP ISLAM AN NIMAH
884 , SMP ISLAM AN-NURIYAH
885 , SMP ISLAM AR RIDHO
886 , SMP ISLAM ARAFAH
887 , SMP ISLAM ARRAUDHOH
888 , SMP ISLAM ASSHOLIHIYAH
889 , SMP ISLAM ASY-SYUHADA
890 , SMP ISLAM ASYIDIQIYAH PURASEDA
891 , SMP ISLAM AZIZUR RASYID
892 , SMP ISLAM BAITUL ILMI
893 , SMP ISLAM BHAKTI PERTIWI
894 , SMP ISLAM BINA INSANI
895 , SMP ISLAM BOEDI OETOMO
896 , SMP ISLAM CIJERUK
897 , SMP ISLAM CIKAL HARAPAN II
898 , SMP ISLAM CITRA NUANSA
899 , SMP ISLAM DA WATUL QURAN BOGOR
900 , SMP ISLAM DAARUL ILMI
901 , SMP ISLAM DAARUL ISTIQOOMAH
902 , SMP ISLAM DAARUL ULUM SASAKPANJANG
903 , SMP ISLAM DAARUS SHOFWAH
904 , SMP ISLAM DAARUSSALAM AL-JAMALIYAH
905 , SMP ISLAM DARUL MU ALLAMAH
906 , SMP ISLAM DARUL WASILAH
907 , SMP ISLAM DARUSSALAM KHOIRIAH
908 , SMP ISLAM HIDAYATUL ATHFAL
909 , SMP ISLAM IBNU AQIL PURASARI
910 , SMP ISLAM IMAM SYAFII
911 , SMP ISLAM IZZATUL MADANI
912 , SMP ISLAM KARYAMUKTI
913 , SMP ISLAM MAFAZAH
914 , SMP ISLAM MANDIRI
915 , SMP ISLAM MIFTAHUL HUDA
916 , SMP ISLAM MIFTAHUL JANNAH
917 , SMP ISLAM MIFTAHUL ULUM
918 , SMP ISLAM MUTIARA INSANI
919 , SMP ISLAM NIDA EL ADABI
920 , SMP ISLAM NURUL AMAL
921 , SMP ISLAM NURUL FALAH
922 , SMP ISLAM NURUL FIKRI
923 , SMP ISLAM NURUL IHSAN
924 , SMP ISLAM NURUL ILMI
925 , SMP ISLAM NURUL IMAN
926 , SMP ISLAM NURUSH SODIQIN
927 , SMP ISLAM NUSANTARA
928 , SMP ISLAM NUURUSHSHIBYAN
929 , SMP ISLAM PAMBUDI LUHUR
930 , SMP ISLAM PANCAWATI
931 , SMP ISLAM PARUNG
932 , SMP ISLAM PLUS AS SYARIFIYYAH
933 , SMP ISLAM PLUS DAARUL JANNAH
934 , SMP ISLAM QORYAH THOYYIBAH AL MUGNI
935 , SMP ISLAM SIROJUL ATHFAL
936 , SMP ISLAM SUKAJADI
937 , SMP ISLAM TERPADU AL BAKRIATUL MUDASSIRIN
938 , SMP ISLAM TERPADU AL ITTIHAD CIAMPEA
939 , SMP ISLAM TERPADU AL MAMURIYYAH
940 , SMP ISLAM TERPADU AL MUTTAQIEN
941 , SMP ISLAM TERPADU AL-FITYAN BOARDING SCHOOL BOGOR
942 , SMP ISLAM TERPADU AL-IMAN
943 , SMP ISLAM TERPADU AL-ZIRA
944 , SMP ISLAM TERPADU ANNUR CIMANDE
945 , SMP ISLAM TERPADU ANUGRAH INSANI
946 , SMP ISLAM TERPADU ASSAIDIYYAH
947 , SMP ISLAM TERPADU ASY SYIFA QOLBU
948 , SMP ISLAM TERPADU AT-TAQWA
949 , SMP ISLAM TERPADU AZ ZIKRA
950 , SMP Islam Terpadu Azhary
951 , SMP ISLAM TERPADU BAITUSSALAM
952 , SMP ISLAM TERPADU BIRRUL WAALIDAIN
953 , SMP ISLAM TERPADU CENDEKIA MUSLIM
954 , SMP ISLAM TERPADU DARUL HIJRI
955 , SMP ISLAM TERPADU DARUNNIDA
956 , SMP ISLAM TERPADU INSAN MANDIRI
957 , SMP ISLAM TERPADU NURHANIFA
958 , SMP ISLAM TERPADU NURUL FALAH
959 , SMP ISLAM TERPADU NURUL FATA
960 , SMP ISLAM TERPADU SUNAN GUNUNG JATI
961 , SMP ISLAM YAFAC
962 , SMP ISLAM YAPARY CILEUNGSI
963 , SMP ISLAM YATABO
964 , SMP ISLAM YP3I CILEUNGSI
965 , SMP ISLAM YPI HM ASMAN
966 , SMP ISLAM YPI PARUNGKUDA
967 , SMP ISLAM YTM 1
968 , SMP IT ABN
969 , SMP IT AL FADL
970 , SMP IT AL HUSNA
971 , SMP IT AL KAHFI
972 , SMP IT AL MA MUR
973 , SMP IT AL MADINAH
974 , SMP IT AL UTSMANIYAH
975 , SMP IT AL-FARIIDA
976 , SMP IT AL-FATH
977 , SMP IT AL-HABIM
978 , SMP IT AL-YASMIN
979 , SMP IT ALQURAN ELTAHFIDH
980 , SMP IT AMALIA
981 , SMP IT AN NABA
982 , SMP IT ANDALUS
983 , SMP IT ARROZI
984 , SMP IT AS-SALAAM KARANGGAN
985 , SMP IT AT TAUFIQ
986 , SMP IT AT THOHIRIAH
987 , SMP IT BABUSSALAM
988 , SMP IT BINA BANGSA SEJAHTERA
989 , SMP IT BINANTARA CIBINONG
990 , SMP IT BUSYRO AL KARIM
991 , SMP IT CINTA ROSUL
992 , SMP IT CITRA HARAPAN
993 , SMP IT DARUL HIDAYAH
994 , SMP IT DARULHUSNA MULYA
995 , SMP IT DARULL MUTTAQIEN
996 , SMP IT FATAHILLAH CILEUNGSI
997 , SMP IT FATHAN MUBINA
998 , SMP IT HAYYUN SASMITA
999 , SMP IT ISHLAHUL UMMAH
1000, SMP IT KAIFA
1001, SMP IT KARAKTER BANGSA
1002, SMP IT KH AHMAD SANUSI
1003, SMP IT MAJAMUL BAHRAIN
1004, SMP IT NIDAUL UMMAH
1005, SMP IT NURUL FAJAR
1006, SMP IT RAHMANIYAH
1007, SMP IT ROUDHLOTUL MUTA ALLIMAT
1008, SMP IT SULTAN AGUNG
1009, SMP IT TARUNA INSANI
1010, SMP IT UMMUL QURO
1011, SMP IT YAPURA
1012, SMP IT YASHODA
1013, SMP JAKARTA ISLAMIC BOY BOARDING SCHOOL
1014, SMP K PENABUR KOTAWISATA
1015, SMP KAMANDAKA
1016, SMP KARYA BHAKTI
1017, SMP KARYA GUNA 17
1018, SMP KARYA NYATA
1019, SMP KARYA PAKUAN
1020, SMP KERTAJAYA
1021, SMP KESATUAN
1022, SMP KOSGORO
1023, SMP KREATIVA
1024, SMP KRISTEN KETAPANG III
1025, SMP KRISTEN TUNAS HARAPAN
1026, SMP KRISTEN YPK SATU BAKTI
1027, SMP KURNIA
1028, SMP KUSUMA BANGSA
1029, SMP KUWWA KENCANA
1030, SMP LABS SCHOOL KAIZEN
1031, SMP LOGOS INDONESIA
1032, SMP MADANI
1033, SMP MADANIA
1034, SMP MADINATULQURAN
1035, SMP MAHARDIKA
1036, SMP MANARUL HUDA
1037, SMP MANBAUL ULUM
1038, SMP MARDI WALUYA
1039, SMP MARDI WALUYA
1040, SMP MARDI YUANA
1041, SMP MARDI YUANA CIBADAK
1042, SMP MARDI YUANA CICURUG
1043, SMP MARSUDIRINI
1044, SMP MATUSHA DWI ELANG
1045, SMP MIFTAHUL HIDAYAH
1046, SMP MIFTAHUL HUDA ISLAMIC BOARDING SCHOOL
1047, SMP MIFTAHUNNUR
1048, SMP MODERN AL- ALAWIYAH
1049, SMP MUHAMADIYAH PAMIJAHAN
1050, SMP MUHAMMADIYAH 1 LEUWILIANG
1051, SMP MUHAMMADIYAH 1 NANGGUNG
1052, SMP MUHAMMADIYAH 2 CILEUNGSI
1053, SMP MUHAMMADIYAH 2 LEUWILIANG
1054, SMP MUHAMMADIYAH 37 PARUNG
1055, SMP MUHAMMADIYAH AHMAD DAHLAN PAMIJAHAN
1056, SMP MUHAMMADIYAH ALMADANI GUNUNGSARI
1057, SMP MUHAMMADIYAH BOARDING SCHOOL AL KARIMAH
1058, SMP MUHAMMADIYAH CILEUNGSI
1059, SMP MUHAMMADIYAH GUNUNGPUTRI
1060, SMP MUHAMMADIYAH JASINGA
1061, SMP MUHAMMADIYAH KOTA BOGOR
1062, SMP MUHAMMADIYAH PABUARAN
1063, SMP MUHAMMADIYAH PURASEDA
1064, SMP MULIA BUANA
1065, SMP MUTHMAINNATUL QULUB
1066, SMP MUTIARA KARTINI
1067, SMP MUTIARA PERTIWI
1068, SMP N 02 CISEENG
1069, SMP N 1 CISEENG
1070, SMP N 1 JASINGA
1071, SMP N 1 PARUNG
1072, SMP N 1 TAJURHALANG
1073, SMP N 1 TANJUNGSARI
1074, SMP N 2 BOJONGGEDE
1075, SMP N 2 JASINGA
1076, SMP N 2 SUKAMAKMUR
1077, SMP N 3 GUNUNGSINDUR
1078, SMP N 3 JASINGA
1079, SMP N 4 CIBINONG
1080, SMP N SATU ATAP 01 CIGUDEG
1081, SMP N SATU ATAP 01 SUKAJAYA
1082, SMP NAHDLATUL ULAMA MEGAMENDUNG
1083, SMP NAHDLATUL WATHAN
1084, SMP NASIONAL PLUS PELITA INSANI
1085, SMP NEGERI 1 BABAKANMADANG
1086, SMP NEGERI 1 BOGOR
1087, SMP NEGERI 1 BOJONGGEDE
1088, SMP NEGERI 1 CARINGIN
1089, SMP NEGERI 1 CARIU
1090, SMP NEGERI 1 CIAMPEA
1091, SMP NEGERI 1 CIAWI
1092, SMP NEGERI 1 CIBADAK
1093, SMP NEGERI 1 CIBINONG
1094, SMP NEGERI 1 CIBUNGBULANG
1095, SMP NEGERI 1 CICURUG
1096, SMP NEGERI 1 CIDAHU
1097, SMP NEGERI 1 CIGOMBONG
1098, SMP NEGERI 1 CIGUDEG
1099, SMP NEGERI 1 CIJERUK
1100, SMP NEGERI 1 CILEUNGSI
1101, SMP NEGERI 1 CIOMAS
1102, SMP NEGERI 1 CISARUA
1103, SMP NEGERI 1 CITEUREUP
1104, SMP NEGERI 1 DRAMAGA
1105, SMP NEGERI 1 GUNUNGPUTRI
1106, SMP NEGERI 1 GUNUNGSINDUR
1107, SMP NEGERI 1 JONGGOL
1108, SMP NEGERI 1 KEMANG
1109, SMP NEGERI 1 KLAPANUNGGAL
1110, SMP NEGERI 1 LEUWILIANG
1111, SMP NEGERI 1 LEUWISADENG
1112, SMP NEGERI 1 MEGAMENDUNG
1113, SMP NEGERI 1 NANGGUNG
1114, SMP NEGERI 1 PAMIJAHAN BOGOR
1115, SMP NEGERI 1 PARUNG PANJANG
1116, SMP NEGERI 1 PARUNGKUDA
1117, SMP NEGERI 1 RANCABUNGUR
1118, SMP NEGERI 1 RUMPIN
1119, SMP NEGERI 1 SUKAJAYA
1120, SMP NEGERI 1 SUKAMAKMUR
1121, SMP NEGERI 1 SUKARAJA
1122, SMP NEGERI 1 TAMANSARI
1123, SMP NEGERI 1 TENJO
1124, SMP NEGERI 1 TENJOLAYA
1125, SMP NEGERI 10 BOGOR
1126, SMP NEGERI 11 BOGOR
1127, SMP NEGERI 12 BOGOR
1128, SMP NEGERI 13 BOGOR
1129, SMP NEGERI 14 BOGOR
1130, SMP NEGERI 15 BOGOR
1131, SMP NEGERI 16
1132, SMP NEGERI 17 BOGOR
1133, SMP NEGERI 18 KOTA BOGOR
1134, SMP NEGERI 19 BOGOR
1135, SMP NEGERI 2
1136, SMP NEGERI 2 BABAKAN MADANG
1137, SMP NEGERI 2 CARINGIN
1138, SMP NEGERI 2 CARIU
1139, SMP NEGERI 2 CIAWI
1140, SMP NEGERI 2 CIBADAK
1141, SMP NEGERI 2 CIBINONG
1142, SMP NEGERI 2 CIBUNGBULANG
1143, SMP NEGERI 2 CICURUG
1144, SMP NEGERI 2 CIDAHU
1145, SMP NEGERI 2 CIGOMBONG
1146, SMP NEGERI 2 CIGUDEG
1147, SMP NEGERI 2 CILEUNGSI
1148, SMP NEGERI 2 CIOMAS
1149, SMP NEGERI 2 CISARUA
1150, SMP NEGERI 2 CITEUREUP
1151, SMP NEGERI 2 DRAMAGA
1152, SMP NEGERI 2 GUNUNGPUTRI
1153, SMP NEGERI 2 GUNUNGSINDUR
1154, SMP NEGERI 2 JONGGOL
1155, SMP NEGERI 2 KEMANG
1156, SMP NEGERI 2 LEUWILIANG
1157, SMP NEGERI 2 MEGAMENDUNG
1158, SMP NEGERI 2 PAMIJAHAN
1159, SMP NEGERI 2 PARUNG
1160, SMP NEGERI 2 PARUNGKUDA
1161, SMP NEGERI 2 PARUNGPANJANG
1162, SMP NEGERI 2 RUMPIN
1163, SMP NEGERI 2 SUKARAJA
1164, SMP NEGERI 2 TAMAN SARI
1165, SMP NEGERI 2 TENJO
1166, SMP NEGERI 20
1167, SMP NEGERI 3 BOGOR
1168, SMP NEGERI 3 CIAWI
1169, SMP NEGERI 3 CIBADAK
1170, SMP NEGERI 3 CIBINONG
1171, SMP NEGERI 3 CIBUNGBULANG
1172, SMP NEGERI 3 CICURUG
1173, SMP NEGERI 3 CILEUNGSI
1174, SMP NEGERI 3 CITEUREUP
1175, SMP NEGERI 3 GUNUNGPUTRI
1176, SMP NEGERI 3 JONGGOL
1177, SMP NEGERI 3 LEUWILIANG
1178, SMP NEGERI 3 PARUNGPANJANG
1179, SMP NEGERI 3 TENJO
1180, SMP NEGERI 4 BOGOR
1181, SMP NEGERI 4 CIBADAK
1182, SMP NEGERI 4 CILEUNGSI
1183, SMP NEGERI 4 GUNUNGPUTRI
1184, SMP NEGERI 4 LEWILIANG
1185, SMP NEGERI 4 PARUNGPANJANG
1186, SMP NEGERI 5
1187, SMP NEGERI 6
1188, SMP NEGERI 7 BOGOR
1189, SMP NEGERI 8 BOGOR
1190, SMP NEGERI 9 BOGOR
1191, SMP NEGERI SATU ATAP 01 CARIU
1192, SMP NEGERI SATU ATAP 01 CISEENG
1193, SMP NEGERI SATU ATAP 01 JONGGOL
1194, SMP NEGERI SATU ATAP 01 PARUNGPANJANG
1195, SMP NEGERI SATU ATAP 01 TENJO
1196, SMP NEGERI SATU ATAP 02 CARIU
1197, SMP NUR AZKIA BOGOR
1198, SMP NURAIDA ISLAMIC BOARDING SCHOOL
1199, SMP NURUL AZMAN
1200, SMP NURUL FADILAH
1201, SMP NURUL HIKMAH
1202, SMP NURUL IMAN
1203, SMP NURUL YAQIN
1204, SMP PAKAR
1205, SMP PANCA DHARMA
1206, SMP PANCAR BAKTI
1207, SMP PANDU
1208, SMP PANDUTAMA
1209, SMP PANGERASAN EDUCATION CENTER
1210, SMP PASIRMADANG
1211, SMP PASUNDAN CIGUDEG
1212, SMP PASUNDAN JONGGOL
1213, SMP PELITA ATSIRI
1214, SMP PELITA CENDEKIA
1215, SMP PELITA CIAMPEA
1216, SMP PEMBANGUNAN
1217, SMP PEMBERDAYAAN UMMAT AN-NAHL
1218, SMP PERINTIS CILEUNGSI
1219, SMP PERMATA
1220, SMP PERMATA BANGSA
1221, SMP PERSADA
1222, SMP PERWANIDA BOGOR
1223, SMP PESANTREN MODERN AT TAQWA
1224, SMP PESAT
1225, SMP PEWARIS PERADABAN
1226, SMP PGRI 02 PARUNG
1227, SMP PGRI 02 TENJO
1228, SMP PGRI 03 BAMBU KUNING
1229, SMP PGRI 1 BOGOR
1230, SMP PGRI 1 CIAWI
1231, SMP PGRI 1 CIBINONG
1232, SMP PGRI 1 CIDAHU
1233, SMP PGRI 1 CIGOMBONG
1234, SMP PGRI 11
1235, SMP PGRI 12 BOGOR
1236, SMP PGRI 13 BOGOR
1237, SMP PGRI 14
1238, SMP PGRI 15 BOGOR
1239, SMP PGRI 16
1240, SMP PGRI 17
1241, SMP PGRI 2
1242, SMP PGRI 2 CIAWI
1243, SMP PGRI 2 CIDAHU
1244, SMP PGRI 221 CARINGIN
1245, SMP PGRI 285 JONGGOL
1246, SMP PGRI 3
1247, SMP PGRI 4
1248, SMP PGRI 5
1249, SMP PGRI 6
1250, SMP PGRI 7 KOTA BOGOR
1251, SMP PGRI 8
1252, SMP PGRI 9
1253, SMP PGRI BAGOANG
1254, SMP PGRI BATU ASIH
1255, SMP PGRI BOJONG
1256, SMP PGRI BOJONGGEDE
1257, SMP PGRI CIAMPEA
1258, SMP PGRI CIASMARA
1259, SMP PGRI CIBADAK
1260, SMP PGRI CIBUNGBULANG
1261, SMP PGRI CICURUG
1262, SMP PGRI CIKUPA
1263, SMP PGRI CITEUREUP
1264, SMP PGRI GADOG
1265, SMP PGRI GANDOANG
1266, SMP PGRI GUNUNG PICUNG
1267, SMP PGRI GUNUNGSINDUR
1268, SMP PGRI KADUMANGGU
1269, SMP PGRI KARADENAN
1270, SMP PGRI KLAPANUNGGAL
1271, SMP PGRI KOTABATU
1272, SMP PGRI KRACAK
1273, SMP PGRI LEUWILIANG
1274, SMP PGRI LULUT
1275, SMP PGRI MULYAHARJA
1276, SMP PGRI NANGGEWER
1277, SMP PGRI PALASARI
1278, SMP PGRI PARUNGKUDA
1279, SMP PGRI PARUNGPANJANG
1280, SMP PGRI PETIR
1281, SMP PGRI RAGAMUKTI
1282, SMP PGRI RUMPIN
1283, SMP PGRI SURYAKENCANA
1284, SMP PGRI TANJUNGSARI
1285, SMP PGRI TENJOLAYA
1286, SMP PGRI TUGU 207
1287, SMP PILAR INDONESIA
1288, SMP PINGKU
1289, SMP PLUS AL-BASYARI
1290, SMP PLUS AL-KINDA
1291, SMP PLUS ALHASANAH
1292, SMP PLUS ARRUSYDA
1293, SMP PLUS AT-THAHIRIN
1294, SMP PLUS AWWALIYAH AL ASIYAH
1295, SMP PLUS BINA TRAMPIL
1296, SMP PLUS CENDIKIA CIKEAS
1297, SMP PLUS CINDERA HATI
1298, SMP PLUS DAARUL FUDLOLA
1299, SMP PLUS DARUL HIDAYAH
1300, SMP PLUS DARUSOLIHIN
1301, SMP PLUS FAJAR SENTOSA
1302, SMP PLUS FITRAH MULIA
1303, SMP PLUS INSAN CEMERLANG
1304, SMP PLUS LUQMANULHAKIM
1305, SMP PLUS MIFTAHUL HUDA CIJERUK
1306, SMP PLUS MUDA PRAKARYA
1307, SMP PLUS NUR FATIHAH
1308, SMP PLUS NURUL HIKMAH AL HAKIM
1309, SMP PLUS PELITA NUSANTARA
1310, SMP PLUS TAHFIDH RAUDHATUL QURAN
1311, SMP PLUS TAMAN WISATA
1312, SMP PLUS TUNAS SINAR MANDIRI
1313, SMP PLUS YASPERA
1314, SMP PRAMADINA
1315, SMP PUI
1316, SMP PUI NANGGUNG
1317, SMP PURNABAKTI NUSANTARA
1318, SMP PURNAWARMAN
1319, SMP PUSPA MEKAR
1320, SMP PUSPANEGARA
1321, SMP PUSPAWIYATA
1322, SMP PUTRA MUTIARA BANGSA
1323, SMP PUTRA PAKUAN BOGOR
1324, SMP QT YANBUUL QURAN 7 BOGOR
1325, SMP QURAN AS-SALAAM
1326, SMP QURAN ASY SYAHID
1327, SMP QURAN SINAR CENDEKIA TELAGA SINDUR
1328, SMP REGINA PACIS
1329, SMP RIMBA TERUNA
1330, SMP RIYADLUL JANNAH
1331, SMP S AL RUSTALA
1332, SMP S ISLAM CIBATUTIGA
1333, SMP S ISLAM CIKUDA
